"","WINS","bt_H","bt_2B","bt_3B","bt_HR","bt_BB","bt_SO","br_SB","br_CS","ph_H","ph_HR","ph_BB","ph_SO","fd_E","fd_DP","bt_1B","BB"
"1280",70,1436,200,56,80,706,637,44,26,1511,84,743,670,176,190,1100,0.950201884253028
"1281",65,1472,255,47,57,589,542,47,40,1548,60,620,570,168,156,1113,0.95
"1282",81,1443,245,56,74,635,644,69,38,1538,79,677,686,128,184,1068,0.937961595273264
"1283",69,1359,198,73,85,642,756,39,22,1430,89,675,795,144,181,1003,0.951111111111111
"1284",56,1343,187,57,84,566,688,26,34,1413,88,595,724,162,179,1015,0.951260504201681
"1285",62,1370,208,65,118,726,923,39,36,1441,124,764,971,177,182,979,0.950261780104712
"1286",64,1304,169,40,127,502,790,23,43,1372,134,528,831,124,171,968,0.950757575757576
"1287",66,1268,182,34,171,544,927,54,36,1334,180,572,975,170,147,881,0.951048951048951
"1288",77,1350,216,45,155,614,929,55,45,1420,163,646,977,174,167,934,0.95046439628483
"1289",71,1370,218,41,169,604,851,48,44,1387,171,612,862,176,152,942,0.986928104575163
"1290",91,1445,215,39,185,649,823,33,20,1445,185,649,823,129,173,1006,1
"1291",92,1417,224,35,226,550,918,32,14,1426,227,553,924,145,141,932,0.994575045207957
"1292",79,1413,227,46,221,553,1019,46,22,1413,221,553,1019,145,131,919,1
"1293",89,1341,219,33,144,513,844,67,42,1341,144,513,844,139,118,945,1
"1294",91,1309,216,48,131,512,976,55,37,1309,131,512,976,132,123,914,1
"1295",79,1274,207,41,105,445,966,98,54,1274,105,445,966,170,117,921,1
"1296",97,1520,246,32,163,599,906,115,70,1520,163,599,906,150,177,1079,1
"1297",98,1438,230,41,153,501,905,57,52,1438,153,501,905,123,130,1014,1
"1298",75,1424,199,31,117,518,857,67,45,1442,118,524,868,118,136,1077,0.988549618320611
"1299",81,1343,191,33,98,503,952,56,43,1413,103,529,1001,167,140,1021,0.950850661625709
"1300",81,1521,240,44,120,598,954,87,46,1521,120,598,954,139,147,1117,1
"1301",82,1530,190,37,111,520,791,74,45,1530,111,520,791,151,164,1192,1
"1302",77,1525,219,29,123,574,760,83,49,1554,125,585,774,172,150,1154,0.981196581196581
"1303",85,1526,222,51,81,550,714,146,75,1526,81,550,714,172,182,1172,1
"1304",85,1598,275,60,124,566,759,106,65,1608,125,570,764,145,185,1139,0.992982456140351
"1305",77,1477,254,46,100,439,707,62,46,1486,101,442,711,147,193,1077,0.993212669683258
"1306",61,1314,218,54,70,409,739,51,40,1953,104,608,1098,138,153,972,0.672697368421053
"1307",60,1427,234,44,148,474,887,38,33,1427,148,474,887,105,162,1001,1
"1308",70,1463,280,41,141,467,802,44,29,1463,141,467,802,118,170,1001,1
"1309",81,1473,259,33,114,437,735,39,30,1473,114,437,735,120,134,1067,1
"1310",85,1422,258,35,196,523,898,113,65,1422,196,523,898,98,147,933,1
"1311",91,1508,294,31,151,528,832,107,63,1508,151,528,832,83,155,1032,1
"1312",80,1542,278,35,117,478,743,111,53,1542,117,478,743,107,141,1112,1
"1313",74,1458,281,39,100,445,749,96,53,1458,100,445,749,101,161,1038,1
"1314",95,1557,270,42,140,526,747,107,68,1557,140,526,747,94,161,1105,1
"1315",90,1544,275,27,104,527,834,123,74,1544,104,527,834,94,155,1138,1
"1316",71,1480,261,27,121,493,850,83,59,1480,121,493,850,100,160,1071,1
"1317",76,1566,343,33,148,515,910,135,43,2245,212,738,1305,108,142,1042,0.697831978319783
"1318",63,1573,304,38,135,530,1031,118,64,1770,152,596,1160,113,159,1096,0.889261744966443
"1319",78,1633,332,47,118,576,958,143,53,1633,118,576,958,94,142,1136,1
"1320",68,1522,305,40,132,495,1121,151,52,1522,132,495,1121,100,170,1045,1
"1321",70,1499,285,32,115,506,915,112,54,1499,115,506,915,108,135,1067,1
"1322",69,1516,325,49,116,556,1021,90,45,1516,116,556,1021,102,155,1026,1
"1323",85,1514,328,38,164,495,1083,146,67,1514,164,495,1083,108,121,984,1
"1324",95,1527,350,36,168,475,1096,79,62,1536,169,478,1103,74,125,973,0.993723849372385
"1325",90,1567,318,45,155,512,1027,94,44,1567,155,512,1027,87,114,1049,1
"1326",92,1494,310,24,191,513,982,116,46,1494,191,513,982,101,158,969,1
"1327",83,1441,269,32,134,485,978,102,44,1441,134,485,978,102,171,1006,1
"1328",96,1608,275,34,143,490,872,101,42,1608,143,490,872,84,135,1156,1
"1330",93,1561,244,95,35,498,679,289,96,1653,37,527,719,291,120,1187,0.944971537001898
"1331",85,1367,224,85,18,467,586,196,73,1457,19,498,625,255,132,1040,0.937751004016064
"1332",79,1978,211,103,5,162,74,226,200,9710,25,795,363,1114,219,1659,0.20377358490566
"1336",71,1491,200,57,17,50,0,305,200,3552,41,119,0,1253,78,1217,0.420168067226891
"1337",92,1723,252,120,82,601,450,286,201,2131,101,743,556,555,101,1269,0.808882907133244
"1338",41,1334,168,41,141,624,1003,60,49,1351,143,632,1016,213,169,984,0.987341772151899
"1339",51,1168,156,35,96,457,1078,41,52,1168,96,457,1078,208,151,881,1
"1340",50,1202,203,27,107,392,1129,28,42,1202,107,392,1129,169,153,865,1
"1341",66,1294,188,35,99,449,998,55,46,1302,100,452,1004,160,172,972,0.993362831858407
"1342",61,1288,178,23,83,362,981,58,44,1288,83,362,981,157,147,1004,1
"1343",73,1252,178,30,81,379,1203,72,45,1252,81,379,1203,133,142,963,1
"1344",100,1311,184,41,109,527,1089,66,43,1311,109,527,1089,122,146,977,1
"1345",83,1358,211,42,120,684,1062,118,54,1358,120,684,1062,124,136,985,1
"1346",86,1198,182,32,109,612,1028,43,43,1244,113,636,1068,120,127,875,0.962264150943396
"1347",83,1353,199,24,86,543,810,27,22,1361,87,546,815,127,141,1044,0.994505494505495
"1348",71,1286,183,22,96,597,735,43,23,1286,96,597,735,158,150,985,1
"1349",82,1430,217,34,101,501,805,32,26,1430,101,501,805,151,144,1078,1
"1350",86,1334,198,34,102,561,797,66,58,1334,102,561,797,131,116,1000,1
"1351",64,1319,227,30,88,529,887,98,81,1319,88,529,887,134,132,974,1
"1352",66,1332,227,47,86,549,829,100,77,1332,86,549,829,132,160,972,1
"1353",63,1399,255,41,74,498,817,135,79,1399,74,498,817,140,168,1029,1
"1354",67,1407,218,41,61,501,840,158,99,1407,61,501,840,154,132,1087,1
"1355",64,1365,214,55,90,478,948,162,66,2147,142,752,1491,204,140,1006,0.63563829787234
"1356",65,1361,227,26,97,456,1005,137,58,1361,97,456,1005,175,134,1011,1
"1357",90,1400,235,25,107,500,1001,149,54,1400,107,500,1001,129,154,1033,1
"1358",98,1425,239,35,134,546,872,117,53,1425,134,546,872,115,138,1017,1
"1359",108,1462,261,31,148,631,968,118,48,1462,148,631,968,138,145,1022,1
"1360",92,1499,287,34,192,592,1012,159,49,1499,192,592,1012,137,137,986,1
"1361",101,1404,254,24,154,551,853,142,52,1422,156,558,864,116,129,972,0.987455197132617
"1362",87,1351,280,21,147,504,934,158,53,1351,147,504,934,144,110,903,1
"1363",91,1410,278,21,172,536,851,110,33,1410,172,536,851,132,107,939,1
"1364",77,1313,252,24,118,582,794,154,70,1321,119,586,799,144,113,919,0.993174061433447
"1365",72,1254,259,17,93,572,956,129,52,1254,93,572,956,116,134,885,1
"1366",59,1350,228,37,158,448,879,79,50,1350,158,448,879,156,143,927,1
"1367",79,1385,235,30,168,482,1157,36,37,1986,241,691,1659,128,161,952,0.69753979739508
"1368",78,1488,245,38,141,502,1118,65,44,1674,159,565,1258,129,141,1064,0.888495575221239
"1369",71,1515,267,47,147,445,1069,97,48,1515,147,445,1069,157,163,1054,1
"1370",88,1448,274,28,153,550,1029,97,74,1448,153,550,1029,117,165,993,1
"1371",88,1425,289,24,136,572,1049,62,46,1425,136,572,1049,101,151,976,1
"1372",96,1543,295,14,180,713,988,149,61,1534,179,709,982,68,146,1054,1.00564174894217
"1373",94,1445,282,20,198,675,1037,66,46,1445,198,675,1037,118,121,945,1
"1374",82,1361,273,18,147,545,1062,66,48,1361,147,545,1062,101,132,923,1
"1375",75,1418,239,22,161,489,1050,88,42,1427,162,492,1057,145,139,996,0.99390243902439
"1376",66,1325,264,24,125,492,1041,70,31,1333,126,495,1047,119,159,912,0.993939393939394
"1377",71,1376,289,20,185,512,1159,107,23,1376,185,512,1159,137,144,882,1
"1378",83,1421,279,32,175,486,1075,153,40,1421,175,486,1075,106,146,935,1
"1379",91,1490,187,98,10,240,437,290,193,2514,17,405,737,660,104,1195,0.592592592592593
"1380",114,1593,235,97,33,307,477,307,200,2412,50,465,722,668,104,1228,0.660215053763441
"1381",64,1256,130,86,22,396,694,144,125,1507,26,475,833,654,104,1018,0.833684210526316
"1382",54,1458,235,80,26,535,564,372,96,1776,32,652,687,765,83,1117,0.820552147239264
"1383",61,1429,113,43,6,52,101,226,97,4134,17,150,292,1374,52,1267,0.346666666666667
"1384",59,1547,237,126,39,490,504,222,96,1816,46,575,592,407,128,1145,0.852173913043478
"1385",87,1373,233,75,22,401,562,193,186,1660,27,485,679,319,105,1043,0.82680412371134
"1386",99,1453,209,98,29,335,588,175,73,1559,31,359,631,295,97,1117,0.933147632311978
"1387",77,1335,177,66,25,391,662,217,97,1451,27,425,711,319,96,1067,0.92
"1388",97,1453,178,83,18,355,389,206,200,1559,19,381,395,292,74,1174,0.931758530183727
"1389",77,1377,164,73,16,333,541,225,201,1507,18,365,603,368,86,1124,0.912328767123288
"1390",54,1252,149,53,14,303,700,243,200,1317,15,319,843,356,82,1036,0.949843260188088
"1391",94,1345,176,80,21,498,633,309,171,1443,23,534,693,307,102,1068,0.932584269662921
"1392",81,1464,203,102,27,525,515,287,171,1560,29,560,591,341,106,1132,0.9375
"1393",53,1407,179,84,19,493,635,263,171,1500,20,525,650,401,82,1125,0.939047619047619
"1394",61,1241,166,48,9,573,662,218,168,1331,10,615,710,307,101,1018,0.931707317073171
"1395",74,1203,157,55,13,607,748,264,201,1265,14,639,787,235,98,978,0.949921752738654
"1396",74,1238,178,53,33,608,713,211,142,1319,35,648,760,229,126,974,0.938271604938272
"1397",84,1343,204,62,37,543,665,188,76,1413,39,571,700,230,125,1040,0.950963222416813
"1398",75,1298,182,55,29,525,566,144,104,1374,31,556,599,238,137,1032,0.944244604316547
"1399",79,1429,211,59,26,483,487,116,87,1882,34,636,641,212,180,1133,0.759433962264151
"1400",93,1486,225,57,52,450,558,118,75,1732,61,524,650,225,126,1152,0.858778625954199
"1401",100,1523,282,75,121,567,659,67,86,1602,127,596,693,203,136,1045,0.951342281879195
"1402",104,1669,302,92,142,623,602,94,68,1767,150,660,637,233,146,1133,0.943939393939394
"1403",99,1582,231,79,100,523,560,65,62,1664,105,550,589,163,128,1172,0.950909090909091
"1404",104,1656,246,84,112,555,550,74,79,1765,119,592,586,153,140,1214,0.9375
"1405",95,1616,264,92,104,509,448,74,68,1722,111,542,477,164,140,1156,0.939114391143911
"1406",73,1547,260,78,116,494,507,70,77,1627,122,520,533,170,158,1093,0.95
"1407",96,1586,276,79,127,675,610,83,63,1668,134,710,642,220,123,1104,0.950704225352113
"1408",116,1729,306,108,166,668,636,95,67,1819,175,703,669,206,129,1149,0.950213371266003
"1409",106,1660,283,83,140,591,572,54,54,1746,147,622,602,209,143,1154,0.95016077170418
"1410",93,1669,276,78,149,583,545,54,46,1756,157,613,573,188,160,1166,0.951060358890702
"1411",113,1645,293,86,168,806,554,81,69,1730,177,848,583,200,130,1098,0.950471698113208
"1412",98,1615,260,81,156,756,546,82,64,1744,168,816,590,177,132,1118,0.926470588235294
"1413",99,1572,238,64,142,736,628,75,48,1654,149,774,661,168,159,1128,0.950904392764858
"1414",106,1577,302,67,185,798,657,97,30,1681,197,851,700,180,180,1023,0.937720329024677
"1415",114,1632,278,59,178,752,583,77,40,1751,191,807,625,135,171,1117,0.93184634448575
"1416",93,1442,256,69,163,682,637,62,38,1517,171,717,670,160,166,954,0.95118549511855
"1417",106,1540,256,63,159,648,594,54,35,1620,167,682,625,174,206,1062,0.950146627565982
"1418",108,1503,235,60,114,622,585,73,35,1581,120,654,615,149,200,1094,0.951070336391437
"1419",103,1420,229,62,105,656,591,48,63,1494,110,690,622,168,175,1024,0.950724637681159
"1420",87,1483,227,78,101,550,660,96,33,1560,106,579,694,164,179,1077,0.949913644214162
"1421",86,1431,201,65,99,659,604,68,46,1525,106,702,644,187,181,1066,0.938746438746439
"1422",92,1341,219,53,143,660,743,50,37,1411,150,694,782,155,183,926,0.951008645533141
"1423",102,1514,242,76,121,642,611,28,24,1593,127,675,643,115,159,1075,0.951111111111111
"1424",102,1469,226,63,121,769,567,61,32,1545,127,809,596,144,205,1059,0.950556242274413
"1425",103,1589,246,74,167,723,487,43,29,1672,176,761,512,125,198,1102,0.950065703022339
"1426",103,1467,219,50,147,636,575,82,41,1543,155,669,605,151,200,1051,0.95067264573991
"1427",100,1484,232,59,136,595,686,55,44,1561,143,626,722,134,209,1057,0.950479233226837
"1428",106,1523,242,56,149,704,691,36,47,1634,160,755,741,135,195,1076,0.932450331125828
"1429",108,1473,226,62,140,684,665,36,43,1550,147,720,700,134,208,1045,0.95
"1430",101,1412,188,58,184,641,692,58,26,1485,194,674,728,135,189,982,0.951038575667656
"1431",102,1507,203,58,200,647,794,54,39,1585,210,681,835,142,225,1046,0.95007342143906
"1432",97,1492,223,41,173,565,865,50,34,1570,182,594,910,135,191,1055,0.951178451178451
"1433",83,1470,236,42,161,481,871,47,23,1546,169,506,916,138,168,1031,0.950592885375494
"1434",102,1449,226,42,203,565,860,39,24,1524,214,594,905,136,170,978,0.951178451178451
"1435",109,1461,194,40,240,543,785,28,18,1461,240,543,785,124,180,987,1
"1436",96,1509,240,29,199,584,842,42,29,1509,199,584,842,131,151,1041,1
"1437",105,1396,198,35,189,437,813,42,26,1405,190,440,818,109,163,974,0.993181818181818
"1438",99,1442,208,35,162,520,976,54,18,1442,162,520,976,107,158,1037,1
"1439",77,1286,196,31,149,489,951,35,20,1286,149,489,951,137,166,910,1
"1440",71,1278,185,37,165,494,832,50,30,1302,168,503,848,145,145,891,0.982107355864811
"1441",72,1225,166,17,100,532,1043,63,37,1225,100,532,1043,154,144,942,1
"1442",83,1137,154,34,109,566,958,90,50,1137,109,566,958,139,142,840,1
"1443",80,1255,211,44,95,569,845,120,74,1263,96,573,850,132,159,905,0.993019197207679
"1444",93,1381,208,41,111,588,808,105,61,1381,111,588,808,130,146,1021,1
"1445",82,1377,195,43,97,581,717,75,55,1377,97,581,717,125,159,1042,1
"1446",83,1346,210,25,108,513,720,74,44,1407,113,536,753,140,187,1003,0.957089552238806
"1447",80,1435,212,17,131,489,680,47,43,1435,131,489,680,156,172,1075,1
"1448",89,1451,220,30,101,515,690,53,35,1451,101,515,690,142,158,1100,1
"1449",84,1448,233,39,111,492,719,103,60,1466,112,498,728,137,150,1065,0.987951807228916
"1450",99,1524,235,37,122,479,628,166,66,1553,124,488,640,128,144,1130,0.98155737704918
"1451",100,1576,267,47,184,533,681,93,57,1576,184,533,681,132,151,1078,1
"1452",99,1480,227,38,124,502,691,97,42,1471,123,499,687,112,133,1091,1.0060120240481
"1453",103,1484,239,34,189,643,739,86,36,1484,189,643,739,138,160,1022,1
"1454",89,1346,224,33,151,592,657,71,45,2038,229,896,995,109,151,938,0.660714285714286
"1455",79,1417,225,37,161,590,719,69,45,1417,161,590,719,128,158,994,1
"1456",91,1535,269,40,153,533,686,84,42,1535,153,533,686,139,157,1073,1
"1457",87,1560,275,32,130,534,673,62,38,1560,130,534,673,142,177,1123,1
"1458",98,1467,274,31,177,624,776,156,53,1476,178,628,781,124,173,985,0.993630573248408
"1459",90,1512,275,23,188,645,911,139,48,1512,188,645,911,127,153,1026,1
"1460",89,1445,239,16,196,604,949,105,43,1445,196,604,949,102,155,994,1
"1461",86,1478,274,12,149,592,941,147,39,1487,150,596,947,135,162,1043,0.993288590604027
"1462",74,1479,230,23,131,505,836,138,60,1488,132,508,841,123,184,1095,0.994094488188976
"1463",71,1418,249,19,147,473,861,109,36,1418,147,473,861,133,181,1003,1
"1464",88,1568,294,24,178,629,910,39,35,1568,178,629,910,101,166,1072,1
"1465",100,1656,341,23,199,760,946,79,57,2374,285,1090,1356,115,175,1093,0.697247706422018
"1466",89,1536,315,38,137,703,957,56,34,1728,154,791,1077,82,136,1046,0.888748419721871
"1467",92,1621,293,28,162,632,909,96,46,1621,162,632,909,91,146,1138,1
"1468",96,1636,325,23,161,676,954,99,58,1636,161,676,954,105,156,1127,1
"1469",114,1625,290,31,207,653,1025,153,63,1625,207,653,1025,98,146,1097,1
"1470",98,1568,302,36,193,718,978,104,57,1568,193,718,978,111,130,1037,1
"1471",88,1551,296,25,206,635,1013,100,48,1561,207,639,1019,110,136,1024,0.993740219092332
"1472",96,1507,293,20,206,525,1048,163,54,1526,209,532,1061,110,134,988,0.986842105263158
"1473",104,1550,316,12,224,644,1178,101,38,1560,225,648,1185,128,118,998,0.993827160493827
"1474",101,1518,304,14,230,684,1042,98,33,1518,230,684,1042,114,126,970,1
"1475",101,1483,281,20,242,670,982,84,33,1483,242,670,982,99,148,940,1
"1476",95,1552,259,16,229,637,989,84,27,1552,229,637,989,95,151,1048,1
"1477",97,1608,327,21,210,649,1053,139,35,1608,210,649,1053,104,145,1050,1
"1478",88,1678,285,104,42,359,410,206,78,1999,50,428,488,394,111,1247,0.838785046728972
"1479",99,1631,280,80,45,409,349,239,201,1943,54,487,416,317,89,1226,0.839835728952772
"1480",90,1483,272,82,38,322,616,188,168,1780,46,386,739,260,79,1091,0.83419689119171
"1481",87,1358,211,83,33,336,649,147,71,1457,35,360,696,268,72,1031,0.933333333333333
"1482",101,1434,280,56,26,412,627,208,72,1570,28,451,847,290,104,1072,0.913525498891353
"1483",87,1347,238,55,36,430,719,184,98,1505,40,480,871,298,96,1018,0.895833333333333
"1484",98,1423,249,48,25,429,540,153,56,1590,28,479,656,294,75,1101,0.895615866388309
"1485",72,1198,194,53,22,390,925,123,62,1268,23,413,1034,288,72,929,0.944309927360775
"1486",101,1331,197,93,22,427,548,217,171,1409,23,452,714,259,97,1019,0.944690265486726
"1487",110,1483,206,113,21,442,428,224,193,1602,23,477,548,248,126,1143,0.926624737945493
"1488",108,1652,254,100,38,455,403,242,193,1772,41,488,500,245,107,1260,0.932377049180328
"1489",106,1484,176,85,31,581,551,246,200,1582,33,619,587,227,124,1192,0.938610662358643
"1490",46,1283,195,77,17,465,676,135,95,1367,18,496,720,360,126,994,0.9375
"1491",38,1283,179,69,20,430,668,160,101,1358,21,455,707,330,133,1015,0.945054945054945
"1492",58,1372,187,66,18,461,550,119,92,1453,19,488,582,266,112,1101,0.944672131147541
"1493",66,1315,157,56,28,434,614,105,51,1664,35,549,777,289,172,1074,0.790528233151184
"1494",42,1338,203,82,41,404,654,119,120,1548,47,467,757,297,111,1012,0.865096359743041
"1495",50,1393,231,52,46,371,624,53,70,1465,48,390,656,281,133,1064,0.951282051282051
"1496",56,1585,271,68,87,449,598,72,58,1678,92,475,633,293,152,1159,0.945263157894737
"1497",68,1482,241,66,117,460,622,63,66,1559,123,484,654,229,125,1058,0.950413223140496
"1498",74,1500,244,68,56,474,551,77,66,1599,60,505,587,240,135,1132,0.938613861386139
"1499",76,1555,268,63,67,399,514,84,70,1657,71,425,548,193,167,1157,0.938823529411765
"1500",94,1768,318,84,81,483,460,71,63,1884,86,515,490,228,158,1285,0.937864077669903
"1501",104,1631,342,79,94,564,468,62,51,1727,100,597,496,194,131,1116,0.944723618090452
"1502",112,1662,311,82,132,586,475,66,41,1795,143,633,513,160,126,1137,0.925750394944708
"1503",107,1655,336,78,131,630,559,50,35,1741,138,663,588,153,127,1110,0.950226244343891
"1504",114,1646,331,68,126,563,579,27,25,1754,134,600,617,149,161,1121,0.938333333333333
"1505",99,1689,319,55,181,681,663,40,24,1777,190,716,697,129,149,1134,0.951117318435754
"1506",85,1630,320,60,149,671,663,36,36,1749,160,720,711,218,130,1101,0.931944444444444
"1507",73,1610,255,54,156,530,631,62,38,1739,168,572,681,212,179,1145,0.926573426573427
"1508",63,1598,264,48,122,516,655,47,38,1737,133,561,712,205,163,1164,0.919786096256685
"1509",56,1528,254,64,76,555,625,62,46,1618,80,588,662,220,161,1134,0.943877551020408
"1510",58,1500,298,64,101,625,598,102,51,1609,108,671,642,212,161,1037,0.931445603576751
"1511",56,1503,259,66,104,645,629,69,56,1602,111,687,670,217,127,1074,0.938864628820961
"1512",57,1463,255,56,110,585,690,50,35,1539,116,615,726,250,138,1042,0.951219512195122
"1513",67,1505,252,73,89,604,619,28,38,1583,94,635,651,210,158,1091,0.951181102362205
"1514",58,1383,224,48,35,463,515,46,47,1455,37,487,542,198,130,1076,0.950718685831622
"1515",52,1282,183,46,27,452,489,58,44,1349,28,475,514,170,156,1026,0.951578947368421
"1516",76,1435,178,49,38,444,515,44,34,1510,40,467,542,183,134,1170,0.950749464668094
"1517",56,1401,217,40,36,485,500,27,49,1513,39,524,540,164,173,1108,0.925572519083969
"1518",52,1385,231,54,42,507,625,41,32,1457,44,533,657,176,148,1058,0.951219512195122
"1519",88,1415,243,49,72,764,550,42,34,1489,76,804,579,119,189,1051,0.950248756218905
"1520",85,1400,225,52,86,824,519,38,26,1473,90,867,546,147,228,1037,0.95040369088812
"1521",55,1432,215,56,105,721,519,44,26,1506,110,758,546,163,219,1056,0.951187335092348
"1522",74,1453,276,45,107,712,594,49,38,1528,113,749,625,142,215,1025,0.950600801068091
"1523",62,1471,216,40,122,524,633,43,25,1547,128,551,666,143,169,1093,0.950998185117967
"1524",54,1292,201,43,99,530,712,32,31,1359,104,558,749,175,171,949,0.949820788530466
"1525",66,1467,199,48,127,487,763,23,38,1543,134,512,803,154,183,1093,0.951171875
"1526",62,1336,206,42,176,385,805,37,29,1415,186,408,852,132,172,912,0.943627450980392
"1527",77,1364,206,53,145,475,786,23,38,1435,153,500,827,131,175,960,0.95
"1528",69,1455,243,45,123,506,821,36,25,1531,129,532,864,167,164,1044,0.951127819548872
"1529",61,1350,217,47,91,584,777,58,22,1358,92,588,782,175,161,995,0.993197278911565
"1530",72,1467,220,58,116,556,803,76,21,1467,116,556,803,132,131,1073,1
"1531",73,1356,225,38,95,529,829,47,26,1356,95,529,829,124,131,998,1
"1532",57,1321,216,29,166,548,1104,34,20,1321,166,548,1104,154,152,910,1
"1533",59,1294,186,59,110,521,1020,110,51,1294,110,521,1020,139,142,939,1
"1534",75,1275,215,57,71,426,994,134,51,1291,72,431,1006,141,156,932,0.988399071925754
"1535",62,1252,213,50,69,455,1025,133,59,1260,69,458,1031,133,121,920,0.993449781659389
"1536",82,1300,192,40,94,472,1022,147,61,1300,94,472,1022,145,136,974,1
"1537",89,1338,208,24,171,584,977,131,68,1338,171,584,977,141,152,935,1
"1538",102,1392,196,25,161,545,1024,80,53,1401,162,548,1030,118,158,1010,0.994525547445255
"1539",97,1304,204,30,140,484,926,91,50,1363,146,506,968,136,153,930,0.956521739130435
"1540",94,1431,216,28,147,595,919,128,57,1431,147,595,919,137,170,1040,1
"1541",90,1315,205,37,132,568,876,164,93,1315,132,568,876,141,154,941,1
"1542",98,1376,220,33,151,609,846,183,82,1376,151,609,846,143,140,972,1
"1543",63,1292,177,37,118,519,916,177,90,1300,119,522,922,191,137,960,0.994252873563218
"1544",69,1304,200,31,100,433,800,144,117,1304,100,433,800,179,145,973,1
"1545",54,1276,188,32,108,482,751,104,69,1276,108,482,751,174,137,948,1
"1546",83,1424,212,35,137,506,824,175,82,1424,137,506,824,130,115,1040,1
"1547",95,1352,177,39,155,508,962,146,70,2009,230,755,1430,120,110,981,0.672847682119205
"1548",68,1286,211,27,149,582,948,232,87,1286,149,582,948,160,140,899,1
"1549",74,1447,237,28,121,524,872,235,98,1447,121,524,872,157,157,1061,1
"1550",77,1415,257,29,158,568,871,145,64,1415,158,568,871,146,159,971,1
"1551",77,1475,230,34,155,508,861,117,58,1475,155,508,861,140,137,1056,1
"1552",76,1370,213,25,163,553,983,139,61,1370,163,553,983,135,120,969,1
"1553",99,1414,220,25,127,562,855,157,55,1414,127,562,855,129,159,1042,1
"1554",103,1379,209,22,164,651,992,141,54,1379,164,651,992,87,152,984,1
"1555",84,1342,246,19,159,642,981,151,64,1342,159,642,981,107,150,918,1
"1556",96,1389,219,24,142,707,831,143,59,1389,142,707,831,125,158,1004,1
"1557",68,1408,260,21,158,622,1048,131,59,1408,158,622,1048,111,161,969,1
"1558",72,1434,253,18,161,593,975,129,55,2038,229,843,1386,125,149,1002,0.70344009489917
"1559",75,1458,257,20,190,636,1025,126,52,1640,214,716,1153,114,170,991,0.888268156424581
"1560",78,1492,283,21,243,640,1114,58,35,1492,243,640,1114,102,195,945,1
"1561",65,1451,274,23,197,642,1181,71,36,1451,197,642,1181,121,170,957,1
"1562",74,1413,295,13,149,633,1122,131,47,1413,149,633,1122,141,155,956,1
"1563",87,1430,287,20,235,770,1129,70,37,1430,235,770,1129,122,162,888,1
"1564",92,1510,283,23,240,755,1166,40,15,1519,241,760,1173,135,165,964,0.993421052631579
"1565",102,1469,334,22,199,640,1021,68,29,1469,199,640,1021,125,151,914,1
"1566",96,1398,317,24,176,556,898,48,14,1398,176,556,898,107,145,881,1
"1567",91,1545,336,15,189,608,1061,47,22,1545,189,608,1061,91,172,1005,1
"1568",88,1476,310,20,155,537,819,31,22,1476,155,537,819,88,166,991,1
"1569",93,1429,266,22,175,650,976,61,20,1429,175,650,976,84,173,966,1
"1570",76,1509,213,143,44,720,475,315,200,1910,56,911,601,648,129,1109,0.790340285400659
"1571",69,1446,194,97,37,443,621,165,106,1562,40,478,671,273,99,1118,0.926778242677824
"1572",91,1396,191,85,21,474,594,237,200,1478,22,502,629,184,104,1099,0.944223107569721
"1573",89,1426,192,45,11,270,354,500,171,3080,24,583,765,780,78,1178,0.463121783876501
"1575",92,1600,253,151,39,232,643,331,171,2422,59,351,974,693,104,1157,0.660968660968661
"1576",80,1590,244,110,43,323,593,334,201,2300,62,467,858,697,107,1193,0.691648822269807
"1577",76,1370,230,98,25,454,836,341,201,1644,30,545,1003,764,52,1017,0.83302752293578
"1578",99,1473,223,108,38,369,576,529,201,1794,46,449,702,579,52,1104,0.821826280623608
"1579",66,1297,222,63,29,583,663,374,200,1592,36,716,814,556,104,983,0.814245810055866
"1580",56,1351,216,56,20,302,741,238,163,1954,29,437,1072,775,97,1059,0.691075514874142
"1581",101,1387,206,94,37,401,733,321,171,1971,53,570,1042,558,127,1050,0.703508771929825
"1582",99,1671,281,117,62,507,456,468,193,2201,82,668,601,620,100,1211,0.758982035928144
"1583",86,1272,188,57,20,334,604,307,171,1585,25,416,753,528,107,1007,0.802884615384615
"1584",80,1592,274,66,56,501,450,343,193,2031,71,639,574,594,129,1196,0.784037558685446
"1585",96,1567,272,96,28,646,498,414,193,1938,35,799,616,490,129,1171,0.808510638297872
"1586",80,1471,213,60,25,570,487,274,171,1739,30,674,576,524,92,1173,0.845697329376855
"1587",92,1504,238,101,53,559,545,229,201,1592,56,592,577,416,124,1112,0.944256756756757
"1588",90,1950,309,113,100,588,421,254,200,2449,126,738,529,399,144,1428,0.796747967479675
"1590",77,1722,292,105,61,546,370,238,171,2146,76,680,461,390,100,1264,0.802941176470588
"1591",68,1708,261,102,49,490,367,200,112,2096,60,601,450,363,147,1296,0.815307820299501
"1592",85,1556,259,88,36,513,415,198,117,1692,39,558,451,412,107,1173,0.919354838709677
"1593",100,1719,257,88,33,470,363,226,97,1832,35,501,387,404,114,1341,0.93812375249501
"1594",88,1689,220,96,34,517,439,241,171,1983,40,607,515,387,147,1339,0.85172981878089
"1595",96,1475,224,67,28,498,635,230,97,1707,32,576,735,303,75,1156,0.864583333333333
